record_id,gender,gaming_platform,age_group,game_genre,primary_game,daily_gaming_hours,sleep_status,sleep_hours,sleep_disruption_frequency,mood_swing_frequency,gaming_addiction_risk_level,academic_work_performance,grades_gpa,work_productivity_score,exercise_hours_weekly,social_isolation_score,eye_strain,back_neck_pain,monthly_game_spending_usd
GD0165,Female,Multi-platform,19-24,RPG,"Elden Ring",8.4,Fair,5.7,Often,Rarely,High,Failing,3.14,9,4.8,5,TRUE,FALSE,128.87
GD0166,Male,Multi-platform,13-18,Strategy,"Civilization VI",7.2,"Very Poor",3.9,Often,Never,Moderate,"Below Average",3.97,,4.6,6,TRUE,TRUE,130.82
GD0167,Male,Multi-platform,19-24,RPG,Skyrim,5.1,Fair,5.8,Never,Never,Low,Good,2.72,10,7.3,3,FALSE,FALSE,20.68
GD0168,Male,PC,25-30,MOBA,"Dota 2",5.8,Poor,5.3,Rarely,Rarely,Moderate,"Below Average",,3,6.6,5,TRUE,FALSE,55.18
GD0169,Male,Multi-platform,19-24,FPS,Overwatch,7.6,Fair,5.6,Often,Rarely,High,Poor,1.5,9,4.7,6,TRUE,TRUE,38.69
GD0170,Male,Multi-platform,19-24,FPS,"Call of Duty",2.6,Good,8.3,Always,Never,Low,Good,,4,8.8,1,FALSE,FALSE,6.45
GD0171,Male,Multi-platform,19-24,"Battle Royale",Warzone,1.3,Good,8.4,Rarely,Often,Low,Good,1.44,5,9.6,1,FALSE,FALSE,15.07
GD0172,Male,Multi-platform,19-24,RPG,"Cyberpunk 2077",6.2,Fair,5.9,Often,Rarely,Moderate,Average,,10,6.5,6,FALSE,FALSE,135.88
GD0173,Male,Multi-platform,19-24,RPG,"Elden Ring",9.1,"Very Poor",3.2,Never,Rarely,Severe,Average,2.92,1,4.9,7,TRUE,TRUE,396.01
GD0174,Male,PC,19-24,MOBA,"Dota 2",10.1,"Very Poor",3.4,Sometimes,Sometimes,Severe,"Below Average",1.1,2,4.2,8,TRUE,FALSE,358.37
GD0175,Male,PC,25-30,FPS,Valorant,7.9,Poor,5.1,Sometimes,Rarely,Moderate,Average,,6,7.4,5,TRUE,FALSE,53.96
GD0176,Female,Multi-platform,19-24,Strategy,"Civilization VI",2.9,Good,8,Always,Rarely,Low,Excellent,3.29,10,8.8,1,FALSE,FALSE,35.81
GD0177,Male,PC,19-24,Strategy,"StarCraft II",4.6,Fair,5.9,Rarely,Never,Low,"Below Average",2.1,6,8.5,3,FALSE,FALSE,10.06
GD0178,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",5.7,Fair,5.7,Always,Never,Moderate,Average,3.84,4,7.3,3,FALSE,TRUE,123.33
GD0179,Female,PC,19-24,MOBA,"League of Legends",8.2,Poor,4.2,Rarely,Rarely,Moderate,Poor,2.27,6,4.2,5,TRUE,TRUE,77.94
GD0180,Female,PC,19-24,MOBA,"League of Legends",3.1,Good,7.2,Sometimes,Sometimes,Low,Excellent,3.51,1,9.1,1,FALSE,FALSE,15.06
GD0181,Female,PC,19-24,Strategy,"Age of Empires",7.3,"Very Poor",3,Never,Sometimes,Moderate,Excellent,2.15,5,7.9,4,TRUE,TRUE,31.57
GD0182,Female,Multi-platform,13-18,MMO,"Elder Scrolls Online",10.9,"Very Poor",3.8,Often,Daily,Severe,"Below Average",3.21,,3.7,6,TRUE,TRUE,232.94
GD0183,Male,Multi-platform,25-30,RPG,Skyrim,11,"Very Poor",3.3,Sometimes,Daily,Severe,Average,,7,5.5,5,TRUE,FALSE,207.35
GD0184,Male,Mobile,19-24,"Mobile Games","PUBG Mobile",11,"Very Poor",3.7,Often,Never,High,Poor,3.52,8,6.3,8,FALSE,FALSE,484.09
GD0185,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",10.5,Poor,4.5,Often,Often,Severe,Poor,,4,3.3,6,FALSE,TRUE,240.74
GD0186,Female,PC,19-24,Strategy,"Age of Empires",7,Poor,4.1,Rarely,Sometimes,Moderate,"Below Average",1.42,4,8.4,4,TRUE,FALSE,45.66
GD0187,Female,Multi-platform,13-18,RPG,"Elden Ring",2,Good,7.6,Rarely,Daily,Low,Excellent,1.23,,9.9,3,FALSE,FALSE,23.53
GD0188,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",11.2,"Very Poor",4,Never,Daily,Severe,Poor,,10,5,8,TRUE,FALSE,246.83
GD0189,Male,Multi-platform,19-24,FPS,"Call of Duty",4.4,Fair,6.6,Rarely,Rarely,Low,"Below Average",3.23,9,9,3,FALSE,FALSE,45.31
GD0190,Male,Mobile,13-18,"Mobile Games","PUBG Mobile",6.3,Poor,5,Rarely,Never,Low,Average,3.5,,7.6,3,TRUE,TRUE,41.6
GD0191,Male,PC,13-18,FPS,Valorant,4.2,Fair,6.1,Never,Rarely,Low,Average,1.64,,7.2,1,FALSE,FALSE,6.99
GD0192,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",3.9,Fair,6.3,Never,Often,Low,Good,3.5,9,7.9,2,FALSE,FALSE,36.21
GD0193,Female,PC,13-18,Strategy,"StarCraft II",1.5,Fair,7,Never,Daily,Low,Average,1.24,,11.5,1,FALSE,FALSE,32
GD0194,Male,Multi-platform,19-24,Strategy,"Civilization VI",8.8,Poor,4.1,Sometimes,Never,Severe,Good,,6,4.4,7,TRUE,TRUE,67.73
GD0195,Female,Multi-platform,19-24,"Battle Royale","Apex Legends",3.7,Fair,5.8,Never,Never,Low,Poor,2.84,8,8,3,FALSE,FALSE,24.63
GD0196,Male,Mobile,19-24,MOBA,"Mobile Legends",5.2,Fair,6.5,Never,Daily,Low,Good,1.85,8,8.8,1,TRUE,FALSE,89.91
GD0197,Male,Multi-platform,19-24,FPS,Overwatch,6.6,Poor,5.1,Often,Never,High,Failing,1.77,5,7.4,6,TRUE,TRUE,56.6
GD0198,Female,PC,19-24,Strategy,"StarCraft II",6.2,Fair,5.9,Always,Rarely,Low,Average,,4,7.8,2,FALSE,TRUE,129.73
GD0199,Male,PC,13-18,MOBA,"Dota 2",3.6,Fair,6.1,Always,Daily,Low,"Below Average",2.02,,7.1,3,FALSE,FALSE,8.29
GD0200,Female,Mobile,19-24,MOBA,"Mobile Legends",6,Fair,6.7,Always,Often,Low,Excellent,2.41,3,6.1,3,FALSE,FALSE,108.18
GD0201,Male,Multi-platform,25-30,"Battle Royale",Warzone,4.3,Poor,5.5,Never,Rarely,Low,"Below Average",,2,8.8,3,FALSE,FALSE,4.81
GD0202,Male,Multi-platform,13-18,RPG,"Elden Ring",8.7,"Very Poor",3.6,Sometimes,Rarely,High,"Below Average",1.3,,6.9,7,TRUE,TRUE,178.36
GD0203,Male,Multi-platform,19-24,"Mobile Games","Genshin Impact",12,"Very Poor",3.8,Sometimes,Rarely,Moderate,Average,1.31,5,2.8,9,TRUE,TRUE,389.7
GD0204,Male,PC,19-24,MMO,"World of Warcraft",5.4,Poor,5.5,Often,Rarely,Low,"Below Average",1.07,1,6.4,3,FALSE,FALSE,39.77
GD0205,Female,PC,19-24,Strategy,"StarCraft II",4,Fair,6.9,Often,Daily,Low,Average,1.85,1,6.6,2,FALSE,FALSE,46.13
GD0206,Female,PC,13-18,MOBA,"Dota 2",4.7,Poor,5.5,Sometimes,Sometimes,Low,Good,3.44,,7.3,3,TRUE,FALSE,87.51
GD0207,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",2.7,Good,8.2,Often,Sometimes,Low,Good,3.69,3,6.8,1,FALSE,FALSE,12.31
GD0208,Male,Multi-platform,19-24,Strategy,"Civilization VI",7.2,Poor,4.3,Always,Sometimes,High,Failing,2.58,8,8,5,FALSE,TRUE,123.4
GD0209,Male,PC,25-30,Strategy,"StarCraft II",3.9,Fair,6.9,Always,Never,Low,"Below Average",,6,6.1,1,FALSE,FALSE,18.05
GD0210,Other,Mobile,19-24,"Mobile Games","Clash of Clans",12.9,Poor,5.5,Rarely,Daily,High,Failing,,10,4.9,7,TRUE,FALSE,189.43
GD0211,Male,PC,19-24,MOBA,"Dota 2",5.1,Fair,6.7,Always,Never,Low,Good,1.28,1,9.2,4,TRUE,FALSE,47.43
GD0212,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",8.8,Fair,5.6,Rarely,Never,Severe,"Below Average",3.2,10,5.9,5,TRUE,TRUE,462.75
GD0213,Male,PC,19-24,Strategy,"StarCraft II",5.2,Fair,6.3,Rarely,Often,Low,Good,3.7,2,7.9,2,TRUE,FALSE,60.25
GD0214,Male,Mobile,19-24,"Mobile Games","PUBG Mobile",6.2,Poor,5.3,Never,Never,Low,Good,2.19,3,6.7,3,TRUE,TRUE,109.33
GD0215,Female,Multi-platform,19-24,MMO,"Final Fantasy XIV",4.3,Poor,5.3,Sometimes,Sometimes,Low,Average,3.09,3,6.3,3,FALSE,FALSE,12.63
GD0216,Male,Multi-platform,19-24,"Mobile Games","Genshin Impact",9.3,Poor,5.2,Sometimes,Rarely,High,Poor,2.92,8,5.9,5,TRUE,TRUE,371.68
GD0217,Male,PC,19-24,Strategy,"StarCraft II",11.3,Fair,5.9,Rarely,Rarely,High,Poor,2.86,2,2.6,6,TRUE,TRUE,485.6
GD0218,Male,Multi-platform,19-24,FPS,Overwatch,11,Poor,4.3,Rarely,Often,Severe,Poor,3.23,4,3.5,10,FALSE,TRUE,96.98
GD0219,Other,Mobile,13-18,"Mobile Games","PUBG Mobile",7.1,Poor,5.4,Sometimes,Rarely,Low,Poor,2.41,,4.8,3,TRUE,TRUE,104.49
GD0220,Male,Multi-platform,13-18,RPG,Skyrim,4.6,Fair,5.7,Always,Sometimes,Low,Average,3.24,,7.2,3,TRUE,FALSE,17.42
GD0221,Male,PC,19-24,MOBA,"Dota 2",3.2,Good,7.2,Often,Often,Low,Good,3.65,9,9.4,3,FALSE,FALSE,17.98
GD0222,Male,Multi-platform,13-18,MMO,"Final Fantasy XIV",5.1,Fair,6.6,Sometimes,Sometimes,Low,Average,1.35,,8,3,TRUE,FALSE,130.26
GD0223,Male,PC,13-18,MOBA,"Dota 2",2.7,Good,8.6,Rarely,Rarely,Low,Excellent,1.44,,9.1,1,FALSE,FALSE,43.38
GD0224,Female,Multi-platform,19-24,"Battle Royale",Warzone,2.7,Good,7.1,Rarely,Often,Low,Good,3.38,2,6.6,2,FALSE,FALSE,37.91
GD0225,Male,PC,13-18,Strategy,"StarCraft II",4.1,Fair,5.8,Never,Never,Low,Excellent,3.01,,8.9,3,FALSE,FALSE,34.75
GD0226,Female,PC,19-24,Strategy,"Age of Empires",0.5,Good,8.7,Never,Daily,Low,Good,3.88,3,10.4,1,FALSE,FALSE,22.38
GD0227,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",7.1,Poor,4.3,Always,Often,Moderate,"Below Average",2.45,4,8.5,5,FALSE,TRUE,79
GD0228,Female,PC,19-24,MOBA,"League of Legends",7.8,Poor,4.2,Sometimes,Often,Low,Poor,2.89,6,4.7,4,FALSE,FALSE,135.38
GD0229,Female,Mobile,19-24,MOBA,"Mobile Legends",3.5,Poor,5,Never,Often,Low,Average,3.22,3,10,2,FALSE,FALSE,48.25
GD0230,Male,Multi-platform,19-24,"Battle Royale",Fortnite,8.7,"Very Poor",3.3,Rarely,Rarely,High,"Below Average",3.47,2,6.4,5,FALSE,FALSE,362.26
GD0231,Male,Multi-platform,19-24,"Battle Royale",PUBG,8.2,Fair,5.9,Often,Sometimes,High,Poor,2.47,7,5.4,5,FALSE,TRUE,18.61
GD0232,Female,Multi-platform,19-24,RPG,"Cyberpunk 2077",8.7,Poor,4.2,Always,Daily,High,Poor,1.97,10,4.8,6,FALSE,FALSE,428.62
GD0233,Male,PC,25-30,MOBA,"Dota 2",6,Fair,5.7,Often,Daily,Low,"Below Average",,3,5.3,5,TRUE,FALSE,74.07
GD0234,Female,Multi-platform,13-18,FPS,Overwatch,5.9,Poor,5.2,Always,Often,Moderate,Average,2.37,,6.2,3,TRUE,TRUE,25.16
GD0235,Male,Mobile,19-24,"Mobile Games","Clash of Clans",5.2,Fair,5.9,Sometimes,Rarely,Low,Excellent,,2,8.4,2,TRUE,FALSE,103.9
GD0236,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",5.5,Poor,5.3,Rarely,Often,Moderate,Excellent,2.35,10,8.7,3,FALSE,FALSE,121.44
GD0237,Male,PC,13-18,MOBA,"League of Legends",7.5,"Very Poor",3.4,Rarely,Never,Moderate,"Below Average",2.62,,7.7,5,TRUE,FALSE,145.06
GD0238,Female,Multi-platform,25-30,MMO,"Elder Scrolls Online",8.8,Poor,4.9,Often,Rarely,Severe,Average,,9,5.9,6,FALSE,TRUE,430.82
GD0239,Female,Multi-platform,19-24,RPG,"Elden Ring",5.7,Poor,5.5,Sometimes,Daily,Moderate,Average,2.25,3,8.7,5,FALSE,TRUE,60.72
GD0240,Female,Multi-platform,19-24,FPS,"Call of Duty",10.9,Poor,5.2,Never,Never,Severe,Poor,3.74,9,5.2,8,TRUE,TRUE,247.59
GD0241,Male,Multi-platform,13-18,FPS,Overwatch,2.3,Good,8.7,Often,Often,Low,Good,1.39,,7,4,FALSE,FALSE,35.91
GD0242,Male,PC,19-24,FPS,Valorant,0.7,Good,8.3,Often,Daily,Low,Average,,5,9.5,1,FALSE,FALSE,6.93
GD0243,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",6.6,"Very Poor",3.8,Often,Sometimes,High,Poor,3.02,3,8.1,3,TRUE,TRUE,50.22
GD0244,Female,PC,19-24,FPS,CS:GO,9.3,"Very Poor",3,Sometimes,Daily,High,Poor,3.51,5,6.1,5,TRUE,FALSE,195.86
GD0245,Female,Multi-platform,31+,FPS,Overwatch,2.7,Good,8.7,Rarely,Rarely,Low,Good,,6,8.3,2,FALSE,FALSE,31.35
GD0246,Male,PC,13-18,MMO,"World of Warcraft",1,Good,7.2,Often,Sometimes,Low,"Below Average",2.33,,10.1,1,FALSE,FALSE,35.39
GD0247,Female,Multi-platform,19-24,Strategy,"Civilization VI",8.9,Poor,4.3,Rarely,Rarely,Severe,Poor,3.28,1,6.9,5,TRUE,TRUE,131.33
GD0248,Male,PC,19-24,FPS,CS:GO,8.2,"Very Poor",3.2,Never,Rarely,Moderate,Failing,2.33,8,5.8,5,FALSE,TRUE,103.72
GD0249,Male,Multi-platform,13-18,MMO,"Final Fantasy XIV",7.8,"Very Poor",3.7,Sometimes,Never,Severe,Poor,3.65,,5.8,6,FALSE,TRUE,89.41
GD0250,Female,Multi-platform,25-30,"Battle Royale",PUBG,3.9,Fair,6.3,Always,Often,Low,Average,,2,8.2,2,FALSE,FALSE,17.57
GD0251,Male,Multi-platform,13-18,"Battle Royale",PUBG,4.6,Fair,6,Sometimes,Often,Low,"Below Average",3.2,,6.9,3,TRUE,FALSE,37.4
GD0252,Male,PC,19-24,MOBA,"Dota 2",8.2,Poor,5,Often,Sometimes,High,"Below Average",2.21,6,6.6,6,FALSE,TRUE,66.44
GD0253,Female,Mobile,13-18,"Mobile Games","Candy Crush",7.3,Poor,4.7,Always,Never,High,Excellent,2.27,,6.4,5,TRUE,FALSE,81.74
GD0254,Female,Mobile,19-24,MOBA,"Mobile Legends",2,Good,8.7,Sometimes,Daily,Low,Excellent,,10,10.6,1,FALSE,FALSE,20.74
GD0255,Male,Multi-platform,19-24,RPG,"Cyberpunk 2077",5.5,Fair,6.1,Rarely,Daily,Moderate,Poor,1.05,1,7.7,3,FALSE,FALSE,149.11
GD0256,Male,Mobile,19-24,"Mobile Games","PUBG Mobile",4.4,Fair,6.3,Often,Rarely,Low,Average,,1,8.9,3,FALSE,FALSE,14.36
GD0257,Male,Multi-platform,19-24,FPS,Overwatch,7.9,Poor,4.7,Often,Never,High,"Below Average",1.94,6,5.6,5,FALSE,TRUE,89.96
GD0258,Male,PC,25-30,Strategy,"StarCraft II",14.2,"Very Poor",3.4,Rarely,Rarely,Moderate,Failing,,7,2.9,9,TRUE,TRUE,73.8
GD0259,Male,PC,13-18,Strategy,"Age of Empires",15.1,Fair,5.7,Sometimes,Never,Moderate,Poor,3.72,,0.7,9,TRUE,TRUE,435.38
GD0260,Female,Mobile,13-18,"Mobile Games","PUBG Mobile",5.2,Poor,5.5,Always,Never,Low,Average,3.1,,8.9,3,TRUE,FALSE,92.86
GD0261,Male,PC,19-24,MOBA,"League of Legends",10.6,Poor,5.5,Always,Often,Severe,Failing,3.07,7,2.5,5,FALSE,FALSE,435.3
GD0262,Male,Mobile,25-30,"Mobile Games","PUBG Mobile",3.7,Poor,5,Always,Daily,Low,Good,,1,6.2,3,FALSE,FALSE,18.82
GD0263,Female,Mobile,25-30,"Mobile Games","Clash of Clans",8.2,Poor,4.1,Often,Daily,Low,Average,,9,7,5,FALSE,TRUE,134.24
GD0264,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",10.3,"Very Poor",3.2,Often,Sometimes,High,"Below Average",1.53,9,4.3,7,FALSE,TRUE,266.35
GD0265,Male,Multi-platform,13-18,RPG,"Elden Ring",9.3,Poor,4.8,Often,Rarely,Severe,Average,1.6,,6.6,8,TRUE,TRUE,366.44
GD0266,Male,Mobile,13-18,"Mobile Games","PUBG Mobile",11.8,"Very Poor",3.3,Rarely,Often,Severe,Poor,2.69,,4.8,10,TRUE,FALSE,270.57
GD0267,Male,Multi-platform,13-18,RPG,"Cyberpunk 2077",9.8,Poor,4.5,Sometimes,Rarely,Severe,"Below Average",2.05,,6.2,8,TRUE,TRUE,418.07
GD0268,Female,Mobile,19-24,"Mobile Games","Candy Crush",7.5,Poor,4.3,Rarely,Daily,High,Poor,1.41,2,7.5,4,TRUE,FALSE,83.3
GD0269,Female,PC,31+,FPS,CS:GO,6.6,"Very Poor",3.7,Rarely,Often,High,Average,,3,5.2,6,TRUE,TRUE,77.47
GD0270,Female,PC,19-24,FPS,Valorant,2.8,Good,8,Never,Daily,Low,"Below Average",1.18,4,6.5,3,FALSE,FALSE,13.4
GD0271,Female,Multi-platform,25-30,"Battle Royale",Warzone,12.6,Poor,4.8,Sometimes,Rarely,Severe,Average,,2,4.5,7,TRUE,TRUE,438.13
GD0272,Male,Mobile,25-30,MOBA,"Mobile Legends",5,Fair,6.9,Rarely,Sometimes,Low,Average,,9,7.1,4,TRUE,FALSE,106.3
GD0273,Female,PC,25-30,FPS,CS:GO,5.4,Poor,5.3,Sometimes,Often,Low,Average,,7,9.5,3,FALSE,FALSE,106.06
GD0274,Male,PC,13-18,FPS,CS:GO,5.3,Fair,6.5,Sometimes,Never,Low,Average,2.18,,6.1,1,TRUE,FALSE,122.21
GD0275,Female,Multi-platform,25-30,RPG,"Cyberpunk 2077",9.4,Poor,4.8,Sometimes,Rarely,Moderate,"Below Average",,9,7.4,6,TRUE,TRUE,469.94
GD0276,Male,Mobile,19-24,"Mobile Games","Clash of Clans",7.8,Poor,4.8,Always,Daily,Low,"Below Average",,10,5.2,5,TRUE,FALSE,93.67
GD0277,Female,Multi-platform,19-24,RPG,Skyrim,5.1,Fair,6.7,Rarely,Often,Low,Average,2.54,2,5.7,3,TRUE,FALSE,24.45
GD0278,Female,Multi-platform,19-24,RPG,"Cyberpunk 2077",1.9,Good,7.4,Sometimes,Never,Low,Good,1.14,8,7.4,2,FALSE,FALSE,23.64
GD0279,Male,Multi-platform,13-18,"Mobile Games","Genshin Impact",8.8,Poor,5.4,Always,Often,Severe,"Below Average",2.6,,7,7,FALSE,TRUE,83.42
GD0280,Male,Multi-platform,13-18,RPG,Skyrim,1.8,Good,8.5,Always,Often,Low,Good,2.01,,10.1,1,FALSE,FALSE,35
GD0281,Female,Multi-platform,25-30,"Battle Royale",PUBG,2.9,Good,9,Always,Daily,Low,Good,,6,9.7,3,FALSE,FALSE,33.83
GD0282,Male,Multi-platform,25-30,"Battle Royale",PUBG,3.5,Fair,6.5,Always,Rarely,Low,Average,,10,7.6,1,FALSE,FALSE,2.01
GD0283,Male,PC,13-18,FPS,CS:GO,9.9,"Very Poor",3.7,Often,Never,High,"Below Average",3.99,,4.5,5,TRUE,FALSE,257
GD0284,Male,Multi-platform,13-18,FPS,"Call of Duty",6.3,Poor,5,Rarely,Rarely,Moderate,"Below Average",3.66,,7.3,6,TRUE,FALSE,33.48
GD0285,Male,PC,19-24,MOBA,"League of Legends",8,Poor,5.4,Sometimes,Often,Moderate,Poor,1.09,6,7.1,4,TRUE,TRUE,18.98
GD0286,Male,Multi-platform,19-24,"Battle Royale",Warzone,3.8,Poor,5.4,Always,Often,Low,Average,1.69,5,10,3,FALSE,FALSE,31.5
GD0287,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",2.2,Good,8.1,Never,Rarely,Low,Good,1.15,5,8.8,2,FALSE,FALSE,0.65
GD0288,Male,Multi-platform,13-18,FPS,Overwatch,3.6,Fair,6.1,Rarely,Sometimes,Low,Good,1.08,,6.4,3,FALSE,FALSE,15.92
GD0289,Male,PC,19-24,FPS,CS:GO,3.7,Fair,6.9,Often,Often,Low,Excellent,2.74,4,6.1,3,FALSE,FALSE,44.68
GD0290,Female,PC,19-24,FPS,Valorant,1.9,Good,8.7,Rarely,Never,Low,Good,3.9,3,9.7,1,FALSE,FALSE,16.75
GD0291,Male,Multi-platform,13-18,FPS,"Call of Duty",6.7,"Very Poor",3.6,Never,Rarely,Low,Poor,1.39,,7.5,4,FALSE,FALSE,148.22
GD0292,Male,Multi-platform,19-24,"Battle Royale",PUBG,4.1,Poor,5.3,Often,Never,Low,"Below Average",2.36,5,8.1,2,FALSE,FALSE,36.57
GD0293,Male,PC,19-24,MOBA,"League of Legends",3.9,Fair,6.7,Never,Often,Low,"Below Average",3.88,8,7,3,FALSE,FALSE,42.46
GD0294,Male,PC,31+,Strategy,"StarCraft II",2.8,Good,7.1,Sometimes,Rarely,Low,Excellent,,2,9.9,2,FALSE,FALSE,4.35
GD0295,Male,PC,19-24,MMO,"World of Warcraft",8.4,Poor,4.3,Sometimes,Rarely,High,"Below Average",2,4,4.1,5,TRUE,TRUE,18.07
GD0296,Female,Mobile,19-24,MOBA,"Mobile Legends",5.4,Fair,6.4,Rarely,Never,Low,Average,2.94,3,6.7,3,TRUE,FALSE,144.36
GD0297,Male,Multi-platform,13-18,MMO,"Elder Scrolls Online",6.2,Fair,5.7,Always,Often,Low,Average,2.61,,6.6,4,TRUE,TRUE,75.94
GD0298,Male,PC,19-24,MOBA,"Dota 2",8.6,"Very Poor",3.2,Sometimes,Daily,Severe,"Below Average",3.75,6,6.5,8,TRUE,FALSE,394.83
GD0299,Male,Multi-platform,19-24,"Battle Royale","Apex Legends",7.6,Poor,5.2,Rarely,Rarely,High,Poor,1.45,7,5.7,7,TRUE,FALSE,49.2
GD0300,Female,Multi-platform,19-24,RPG,"Cyberpunk 2077",8.6,"Very Poor",3.8,Never,Daily,Severe,Good,,7,5,7,TRUE,TRUE,142.09
GD0301,Female,Multi-platform,19-24,RPG,"Cyberpunk 2077",3.8,Poor,5.4,Never,Often,Low,Average,1.25,8,6.4,2,FALSE,FALSE,16.03
GD0302,Male,Multi-platform,13-18,MMO,"Final Fantasy XIV",6.2,Fair,6.4,Never,Sometimes,Moderate,Average,3.16,,5.9,5,FALSE,TRUE,144.07
GD0303,Male,PC,13-18,Strategy,"Age of Empires",4.9,Fair,6.3,Sometimes,Often,Low,Good,3.45,,7.8,4,TRUE,FALSE,65.41
GD0304,Female,PC,19-24,Strategy,"StarCraft II",7,"Very Poor",3.7,Rarely,Never,High,Poor,1.73,5,6.2,5,TRUE,FALSE,99.51
GD0305,Male,Multi-platform,19-24,RPG,"Elden Ring",6.1,Fair,6.6,Sometimes,Never,Moderate,"Below Average",1.15,1,8.9,3,TRUE,FALSE,96.25
GD0306,Male,Multi-platform,19-24,"Battle Royale",Warzone,6,Fair,7,Sometimes,Never,Low,Good,3.24,5,7,4,TRUE,TRUE,41.72
GD0307,Male,PC,19-24,MMO,"World of Warcraft",7.8,"Very Poor",3.5,Often,Rarely,High,Good,3.5,10,5.5,4,FALSE,FALSE,58.16
GD0308,Male,Multi-platform,19-24,RPG,"Cyberpunk 2077",8.2,Poor,4.4,Always,Never,Severe,Average,3.66,6,5.1,5,TRUE,TRUE,54.27
GD0309,Female,Mobile,25-30,"Mobile Games","Candy Crush",6.6,Poor,5.3,Often,Rarely,High,Poor,,9,6.4,4,FALSE,TRUE,33.83
GD0310,Male,Mobile,13-18,"Mobile Games","PUBG Mobile",1.9,Good,7.2,Always,Sometimes,Low,Good,3.14,,8.2,1,FALSE,FALSE,17.48
GD0311,Female,PC,19-24,MMO,"World of Warcraft",4.8,Fair,6.5,Never,Never,Low,Good,2.02,3,7.9,4,TRUE,FALSE,111.95
GD0312,Male,PC,19-24,MOBA,"Dota 2",7.1,"Very Poor",3.3,Rarely,Rarely,Moderate,Failing,3.78,4,5.7,3,TRUE,FALSE,117.05
GD0313,Female,Multi-platform,19-24,MMO,"Final Fantasy XIV",2.3,Good,8.3,Rarely,Sometimes,Low,"Below Average",1.48,7,9.7,1,FALSE,FALSE,13.66
GD0314,Male,Multi-platform,25-30,MMO,"Elder Scrolls Online",3.5,Poor,5.1,Sometimes,Daily,Low,Average,,3,6.2,3,FALSE,FALSE,45.36
GD0315,Male,PC,19-24,Strategy,"Age of Empires",6.2,Fair,6.4,Often,Rarely,Low,"Below Average",1.77,1,8.4,3,FALSE,TRUE,36.33
GD0316,Female,PC,13-18,MOBA,"Dota 2",6.8,Poor,5.3,Sometimes,Never,Low,"Below Average",3.27,,6.6,3,FALSE,TRUE,125.63
GD0317,Male,Multi-platform,13-18,RPG,"Elden Ring",3.8,Poor,5.2,Always,Rarely,Low,Good,3.74,,9.4,2,FALSE,FALSE,3.71
GD0318,Male,Mobile,19-24,"Mobile Games","Clash of Clans",5.3,Fair,6.2,Rarely,Daily,Low,Average,2.24,2,7.9,3,TRUE,FALSE,11.59
GD0319,Male,Multi-platform,19-24,"Battle Royale",Fortnite,9.4,"Very Poor",3.5,Often,Rarely,Severe,Poor,,6,6.7,6,TRUE,FALSE,230.02
GD0320,Male,PC,25-30,MOBA,"Dota 2",8.3,"Very Poor",3.4,Sometimes,Daily,Moderate,Average,,1,7,6,TRUE,FALSE,28.19
GD0321,Male,Mobile,13-18,"Mobile Games","Candy Crush",9.4,Poor,5.3,Sometimes,Sometimes,Severe,Average,3.66,,5.7,7,TRUE,TRUE,209.9
GD0322,Female,PC,19-24,FPS,Valorant,5.2,Poor,5.3,Often,Sometimes,Low,"Below Average",2.76,7,7.2,4,FALSE,FALSE,38.79
GD0323,Male,Multi-platform,13-18,RPG,"Elden Ring",8.3,Poor,5.4,Never,Never,Severe,Poor,1.8,,6.9,3,TRUE,TRUE,15.74
GD0324,Male,Multi-platform,25-30,Strategy,"Civilization VI",4.4,Fair,6.3,Sometimes,Rarely,Low,Average,,2,7.5,2,FALSE,FALSE,38.23
GD0325,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",10.3,Poor,5,Never,Rarely,Severe,Poor,1.12,4,4.2,6,FALSE,TRUE,420.51
GD0326,Male,Multi-platform,19-24,RPG,"Elden Ring",9.8,"Very Poor",3.6,Never,Rarely,Severe,"Below Average",3.74,4,3.6,8,FALSE,FALSE,362.82
GD0327,Female,Multi-platform,13-18,"Battle Royale",PUBG,12.2,"Very Poor",4,Sometimes,Often,High,Average,3.98,,2.4,7,TRUE,TRUE,98.66
GD0328,Male,Multi-platform,25-30,Strategy,"Civilization VI",0.5,Good,7.7,Always,Daily,Low,Good,,1,8,1,FALSE,FALSE,34.47
GD0329,Female,Multi-platform,19-24,FPS,"Call of Duty",5.5,Fair,6.3,Sometimes,Often,Low,Poor,3.78,8,7.3,3,TRUE,FALSE,88.16
GD0330,Male,Multi-platform,19-24,"Battle Royale",PUBG,6.8,"Very Poor",3.6,Always,Sometimes,High,Average,,3,4.9,6,FALSE,FALSE,99.36
